"id","flight_number","date","from_city","airport_out_code","to_city","airport_to_code","scheduled_time_of_departure","actual_time_of_departure","flight_time","landed_time","scheduled_time_of_arrival","aircraft_code","aircraft_model","date_of_load"
3326,"EK60","2025-01-07","Hamburg ","HAM","Dubai ","DXB","14:40","15:31","5:56","00:26","00:10","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3327,"EK59","2025-01-07","Dubai ","DXB","Hamburg ","HAM","08:50","09:28","6:17","12:45","12:55","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3328,"EK96","2025-01-06","Rome ","FCO","Dubai ","DXB","20:50","21:01","5:01","05:01","05:30","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3329,"EK95","2025-01-06","Dubai ","DXB","Rome ","FCO","15:05","15:42","5:56","18:38","18:45","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3330,"EK565","2025-01-06","Bengaluru ","BLR","Dubai ","DXB","10:25","10:39","3:31","12:40","13:00","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3315,"EK338","2025-01-04","Dubai ","DXB","Cebu ","CEB","02:50","17:24","0:57","18:20","15:35","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3331,"EK564","2025-01-05","Dubai ","DXB","Bengaluru ","BLR","03:40","04:08","3:01","08:39","08:50","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3332,"EK573","2025-01-05","Kolkata ","CCU","Dubai ","DXB","20:20","20:38","4:52","00:00","00:15","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3333,"EK572","2025-01-05","Dubai ","DXB","Kolkata ","CCU","13:15","13:37","3:33","18:40","18:50","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3334,"EK194","2025-01-04","Lisbon ","LIS","Dubai ","DXB","20:45","21:34","7:03","08:37","08:15","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3335,"EK193","2025-01-04","Dubai ","DXB","Lisbon ","LIS","14:30","14:56","8:16","19:11","19:10","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3336,"EK305","2025-01-03","Shanghai ","PVG","Dubai ","DXB","06:15","06:28","9:18","11:47","12:05","A6-EPH","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3337,"EK370","2025-01-10","Dubai ","DXB","Bangkok ","BKK","08:55","09:43","5:33","18:17","18:05","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3338,"EK649","2025-01-09","Colombo ","CMB","Dubai ","DXB","02:45","03:00","4:13","05:44","05:55","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3339,"EK648","2025-01-09","Dubai ","DXB","Colombo ","CMB","16:10","16:30","3:47","21:47","21:55","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3340,"EK659","2025-01-09","Male ","MLE","Dubai ","DXB","10:55","11:21","3:43","14:04","14:05","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3341,"EK658","2025-01-09","Dubai ","DXB","Male ","MLE","04:20","04:38","3:36","09:15","09:25","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3342,"EK515","2025-01-08","Delhi ","DEL","Dubai ","DXB","21:25","21:44","3:27","23:41","23:55","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3343,"EK514","2025-01-08","Dubai ","DXB","Delhi ","DEL","15:10","15:35","2:33","19:38","19:55","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3348,"EK619","2025-01-05","Sialkot ","SKT","Dubai ","DXB","20:40","16:14","3:10","18:24","23:15","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3349,"EK618","2025-01-05","Dubai ","DXB","Sialkot ","SKT","15:10","15:38","2:25","19:03","19:10","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3350,"EK946","2025-01-05","Basra ","BSR","Dubai ","DXB","10:30","10:39","1:18","12:57","13:15","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3351,"EK945","2025-01-05","Dubai ","DXB","Basra ","BSR","07:55","08:38","1:34","09:12","09:00","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3352,"EK714","2025-01-04","Lusaka ","LUN","Dubai ","DXB","21:20","19:15","0:43","19:59","06:25","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3354,"EK713","2025-01-04","Lusaka ","LUN","Harare ","HRE","15:55","09:58","6:26","14:24","17:00","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3356,"EK513","2025-01-03","Delhi ","DEL","Dubai ","DXB","04:10","05:37","3:21","07:28","06:35","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3357,"EK512","2025-01-03","Dubai ","DXB","Delhi ","DEL","21:50","22:24","2:40","02:34","02:30","A6-EPI","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3358,"EK305","2025-01-09","Shanghai ","PVG","Dubai ","DXB","06:15","06:31","9:27","11:58","12:05","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3359,"EK304","2025-01-09","Dubai ","DXB","Shanghai ","PVG","09:15","09:41","7:10","20:51","21:05","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3360,"EK307","2025-01-07","Beijing ","PEK","Dubai ","DXB","23:40","23:52","8:18","04:10","04:30","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3361,"EK306","2025-01-06","Dubai ","DXB","Beijing ","PEK","03:20","03:34","7:02","14:36","14:45","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3362,"EK379","2025-01-06","Phuket ","HKT","Dubai ","DXB","19:05","19:18","6:12","22:30","22:45","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3363,"EK378","2025-01-05","Dubai ","DXB","Phuket ","HKT","03:00","03:26","5:29","11:55","12:05","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3364,"EK655","2025-01-05","Colombo ","CMB","Dubai ","DXB","22:05","22:16","4:11","00:58","01:05","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3365,"EK654","2025-01-05","Dubai ","DXB","Colombo ","CMB","10:05","11:00","3:43","16:13","16:00","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3366,"EK144","2025-01-04","Madrid ","MAD","Dubai ","DXB","21:40","23:18","6:25","08:43","07:45","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3367,"EK143","2025-01-04","Dubai ","DXB","Madrid ","MAD","14:35","14:47","7:38","19:26","19:50","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3368,"EK838","2025-01-04","Bahrain ","BAH","Dubai ","DXB","10:00","10:11","0:53","12:04","12:15","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3369,"EK837","2025-01-04","Dubai ","DXB","Bahrain ","BAH","08:20","08:52","0:53","08:45","08:40","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3370,"EK349","2025-01-03","Singapore ","SIN","Dubai ","DXB","02:30","21:36","1:45","00:21","06:00","A6-EPJ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3372,"EK661","2025-01-09","Male ","MLE","Dubai ","DXB","18:20","18:32","4:06","21:38","21:35","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3373,"EK660","2025-01-09","Dubai ","DXB","Male ","MLE","10:15","10:42","3:38","15:20","15:30","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3374,"EK816","2025-01-09","Riyadh ","RUH","Dubai ","DXB","03:55","04:18","1:20","06:39","06:55","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3375,"EK815","2025-01-08","Dubai ","DXB","Riyadh ","RUH","01:25","02:07","1:26","02:32","02:25","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3376,"EK46","2025-01-08","Frankfurt ","FRA","Dubai ","DXB","14:30","15:15","5:48","00:02","23:45","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3377,"EK45","2025-01-08","Dubai ","DXB","Frankfurt ","FRA","08:40","09:30","6:22","12:52","12:45","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3378,"EK714","2025-01-07","Lusaka ","LUN","Dubai ","DXB","21:20","18:59","0:49","19:48","06:25","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3380,"EK713","2025-01-07","Lusaka ","LUN","Harare ","HRE","15:55","10:02","6:33","14:35","17:00","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3382,"EK144","2025-01-06","Madrid ","MAD","Dubai ","DXB","21:40","21:58","6:23","07:21","07:45","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3383,"EK143","2025-01-06","Dubai ","DXB","Madrid ","MAD","14:35","14:56","7:25","19:21","19:50","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3384,"EK567","2025-01-05","Bengaluru ","BLR","Dubai ","DXB","20:20","01:27","3:28","03:25","23:00","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3385,"EK566","2025-01-05","Dubai ","DXB","Bengaluru ","BLR","13:35","13:52","2:55","18:17","18:35","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3386,"EK307","2025-01-04","Beijing ","PEK","Dubai ","DXB","23:40","23:50","8:35","04:25","04:30","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3387,"EK306","2025-01-03","Dubai ","DXB","Beijing ","PEK","03:20","03:43","6:45","14:28","14:45","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3388,"EK56","2025-01-03","Dusseldorf ","DUS","Dubai ","DXB","14:30","15:15","5:37","23:52","23:59","A6-EPK","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3389,"EK527","2025-01-10","Hyderabad ","HYD","Dubai ","DXB","10:00","10:17","3:35","12:22","12:25","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3390,"EK526","2025-01-09","Dubai ","DXB","Hyderabad ","HYD","03:30","04:08","2:48","08:26","08:25","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3391,"EK192","2025-01-09","Lisbon ","LIS","Dubai ","DXB","13:35","14:32","6:46","01:18","01:00","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3345,"EK405","2025-01-07","Melbourne ","MEL","Singapore ","SIN","03:25","09:56","7:16","13:12","08:05","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3347,"EK404","2025-01-06","Dubai ","DXB","Singapore ","SIN","21:15","10:53","6:52","20:45","08:25","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3344,"EK405","2025-01-08","Singapore ","SIN","Dubai ","DXB","09:35","03:29","7:18","07:47","13:05","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3346,"EK404","2025-01-07","Singapore ","SIN","Melbourne ","MEL","10:10","21:44","6:33","08:17","20:35","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3392,"EK191","2025-01-09","Dubai ","DXB","Lisbon ","LIS","07:25","07:43","8:43","12:26","12:00","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3393,"EK303","2025-01-08","Shanghai ","PVG","Dubai ","DXB","23:00","23:09","9:34","04:44","05:20","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3394,"EK302","2025-01-07","Dubai ","DXB","Shanghai ","PVG","03:10","03:56","6:54","14:50","15:05","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3395,"EK515","2025-01-07","Delhi ","DEL","Dubai ","DXB","21:25","21:44","3:20","23:34","23:55","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3396,"EK514","2025-01-07","Dubai ","DXB","Delhi ","DEL","15:10","15:43","2:33","19:46","19:55","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3401,"EK44","2025-01-05","Frankfurt ","FRA","Dubai ","DXB","09:40","11:00","5:25","19:26","19:00","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3402,"EK43","2025-01-04","Dubai ","DXB","Frankfurt ","FRA","03:20","04:04","6:50","07:54","07:35","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3403,"EK192","2025-01-04","Lisbon ","LIS","Dubai ","DXB","13:35","14:08","7:08","01:16","01:00","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3404,"EK191","2025-01-04","Dubai ","DXB","Lisbon ","LIS","07:25","07:51","8:12","12:02","12:00","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3405,"EK661","2025-01-03","Male ","MLE","Dubai ","DXB","18:20","19:25","3:41","22:06","21:35","A6-EPL","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3406,"EK775","2025-01-10","Dubai ","DXB","Durban ","DUR","10:40","11:31","7:35","17:06","17:10","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3407,"EK766","2025-01-09","Johannesburg ","JNB","Dubai ","DXB","22:20","23:00","7:31","08:31","08:15","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3408,"EK765","2025-01-09","Dubai ","DXB","Johannesburg ","JNB","14:40","15:12","7:33","20:45","20:50","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3409,"EK706","2025-01-09","Victoria ","SEZ","Dubai ","DXB","08:35","08:55","4:13","13:08","13:10","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3410,"EK705","2025-01-08","Dubai ","DXB","Victoria ","SEZ","02:40","03:03","3:52","06:55","07:05","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3411,"EK730","2025-01-08","Entebbe ","EBB","Dubai ","DXB","16:10","16:31","4:47","22:18","22:25","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3412,"EK729","2025-01-08","Dubai ","DXB","Entebbe ","EBB","09:45","10:33","4:45","14:17","14:10","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3413,"EK788","2025-01-07","Accra ","ACC","Dubai ","DXB","19:15","16:44","0:44","17:28","06:50","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3415,"EK787","2025-01-07","Accra ","ACC","Abidjan ","ABJ","14:00","07:44","8:30","12:14","15:00","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3417,"EK303","2025-01-06","Shanghai ","PVG","Dubai ","DXB","23:00","23:29","9:51","05:19","05:20","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3418,"EK302","2025-01-05","Dubai ","DXB","Shanghai ","PVG","03:10","03:37","7:08","14:45","15:05","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3419,"EK46","2025-01-05","Frankfurt ","FRA","Dubai ","DXB","14:30","15:53","5:34","00:27","23:45","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3420,"EK45","2025-01-05","Dubai ","DXB","Frankfurt ","FRA","08:40","09:37","6:36","13:13","12:45","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3421,"EK649","2025-01-04","Colombo ","CMB","Dubai ","DXB","02:45","02:54","4:33","05:56","05:55","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3422,"EK648","2025-01-04","Dubai ","DXB","Colombo ","CMB","16:10","16:26","3:43","21:39","21:55","A6-EPM","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3423,"EK55","2025-01-10","Dubai ","DXB","Dusseldorf ","DUS","08:20","08:53","6:42","12:34","12:30","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3424,"EK96","2025-01-09","Rome ","FCO","Dubai ","DXB","20:50","20:59","4:55","04:54","05:30","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3425,"EK95","2025-01-09","Dubai ","DXB","Rome ","FCO","15:05","15:20","6:10","18:30","18:45","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3426,"EK651","2025-01-09","Colombo ","CMB","Dubai ","DXB","09:55","10:28","4:18","13:16","12:55","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3427,"EK650","2025-01-08","Dubai ","DXB","Colombo ","CMB","02:40","03:05","3:49","08:25","08:25","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3428,"EK587","2025-01-08","Dhaka ","DAC","Dubai ","DXB","18:45","19:57","5:03","22:59","22:15","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3429,"EK586","2025-01-08","Dubai ","DXB","Dhaka ","DAC","10:30","11:35","3:37","17:12","17:00","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3430,"EK164","2025-01-07","Dublin ","DUB","Dubai ","DXB","20:50","21:23","6:41","08:04","08:15","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3431,"EK163","2025-01-07","Dubai ","DXB","Dublin ","DUB","14:35","14:57","7:33","18:30","18:55","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3432,"EK637","2025-01-07","Peshawar ","PEW","Dubai ","DXB","09:00","09:20","2:56","11:16","11:30","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3433,"EK636","2025-01-06","Dubai ","DXB","Peshawar ","PEW","03:20","03:50","2:20","07:10","07:30","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3434,"EK515","2025-01-06","Delhi ","DEL","Dubai ","DXB","21:25","21:42","3:21","23:33","23:55","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3435,"EK971","2025-01-06","Dubai ","DXB","Tehran ","IKA","07:50","08:27","1:44","09:41","09:40","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3436,"EK794","2025-01-05","Luanda ","LAD","Dubai ","DXB","17:50","18:20","7:45","05:05","04:40","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3437,"EK793","2025-01-05","Dubai ","DXB","Luanda ","LAD","09:25","10:43","7:24","15:07","14:25","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3438,"EK771","2025-01-04","Cape Town ","CPT","Dubai ","DXB","18:25","18:54","9:05","05:59","05:55","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3439,"EK770","2025-01-04","Dubai ","DXB","Cape Town ","CPT","09:10","09:40","8:58","16:38","16:45","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3440,"EK533","2025-01-03","Cochin ","COK","Dubai ","DXB","04:30","04:39","3:37","06:46","07:05","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3441,"EK532","2025-01-03","Dubai ","DXB","Cochin ","COK","21:40","22:08","3:18","02:55","03:00","A6-EPN","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3442,"EK161","2025-01-10","Dubai ","DXB","Dublin ","DUB","07:05","07:46","7:46","11:32","11:20","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3443,"EK585","2025-01-09","Dhaka ","DAC","Dubai ","DXB","01:00","01:30","4:58","04:28","04:25","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3444,"EK584","2025-01-09","Dubai ","DXB","Dhaka ","DAC","16:45","17:11","3:47","22:58","23:00","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3449,"EK56","2025-01-06","Dusseldorf ","DUS","Dubai ","DXB","14:30","14:53","6:00","23:53","23:59","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3450,"EK55","2025-01-06","Dubai ","DXB","Dusseldorf ","DUS","08:20","08:40","6:28","12:07","12:30","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3451,"EK653","2025-01-05","Male ","MLE","Dubai ","DXB","22:55","20:52","1:14","21:35","02:05","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3453,"EK652","2025-01-05","Male ","MLE","Colombo ","CMB","16:25","10:57","3:34","15:30","18:25","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3455,"EK766","2025-01-04","Johannesburg ","JNB","Dubai ","DXB","22:20","22:49","7:29","08:18","08:15","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3456,"EK765","2025-01-04","Dubai ","DXB","Johannesburg ","JNB","14:40","15:01","7:32","20:33","20:50","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3457,"EK545","2025-01-04","Chennai ","MAA","Dubai ","DXB","09:45","09:55","3:48","12:13","12:40","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3458,"EK544","2025-01-03","Dubai ","DXB","Chennai ","MAA","02:50","03:11","3:21","08:02","08:15","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3459,"EK773","2025-01-03","Cape Town ","CPT","Dubai ","DXB","13:40","13:52","9:02","00:54","01:05","A6-EPO","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3460,"EK657","2025-01-10","Male ","MLE","Dubai ","DXB","09:05","09:17","3:51","12:09","12:20","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3398,"EK405","2025-01-06","Melbourne ","MEL","Singapore ","SIN","03:25","10:38","6:56","13:34","08:05","A6-EPU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3400,"EK404","2025-01-05","Dubai ","DXB","Singapore ","SIN","21:15","10:43","6:54","20:38","08:25","A6-EPU","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3461,"EK656","2025-01-09","Dubai ","DXB","Male ","MLE","02:30","02:42","3:32","07:14","07:35","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3462,"EK46","2025-01-09","Frankfurt ","FRA","Dubai ","DXB","14:30","15:04","5:44","23:48","23:45","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3463,"EK45","2025-01-09","Dubai ","DXB","Frankfurt ","FRA","08:40","09:31","6:08","12:40","12:45","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3464,"EK773","2025-01-08","Cape Town ","CPT","Dubai ","DXB","13:40","13:56","9:02","00:58","01:05","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3465,"EK772","2025-01-07","Dubai ","DXB","Cape Town ","CPT","03:50","04:35","9:09","11:44","11:40","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3466,"EK653","2025-01-07","Male ","MLE","Dubai ","DXB","22:55","20:26","1:08","21:05","02:05","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3468,"EK652","2025-01-07","Male ","MLE","Colombo ","CMB","16:25","10:15","3:37","14:53","18:25","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3470,"EK788","2025-01-06","Accra ","ACC","Dubai ","DXB","19:15","16:50","0:44","17:33","06:50","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3472,"EK787","2025-01-06","Accra ","ACC","Abidjan ","ABJ","14:00","07:54","8:36","12:30","15:00","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3474,"EK585","2025-01-05","Dhaka ","DAC","Dubai ","DXB","01:00","01:47","5:03","04:50","04:25","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3475,"EK584","2025-01-05","Dubai ","DXB","Dhaka ","DAC","16:45","17:03","3:47","22:50","23:00","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3476,"EK659","2025-01-05","Male ","MLE","Dubai ","DXB","10:55","11:56","3:51","14:47","14:05","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3477,"EK658","2025-01-05","Dubai ","DXB","Male ","MLE","04:20","04:34","3:35","09:09","09:25","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3478,"EK507","2025-01-04","Mumbai ","BOM","Dubai ","DXB","15:40","16:15","2:43","17:28","17:30","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3479,"EK506","2025-01-04","Dubai ","DXB","Mumbai ","BOM","09:25","09:59","2:31","14:00","13:55","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3480,"EK68","2025-01-03","London ","STN","Dubai ","DXB","20:15","20:47","6:06","06:52","07:10","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3481,"EK67","2025-01-03","Dubai ","DXB","London ","STN","14:15","14:44","7:18","18:02","17:45","A6-EPP","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3482,"EK337","2025-01-09","Manila ","MNL","Dubai ","DXB","07:55","08:50","8:45","13:35","13:20","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3483,"EK336","2025-01-09","Dubai ","DXB","Manila ","MNL","17:55","18:49","7:36","06:25","06:10","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3484,"EK583","2025-01-09","Dhaka ","DAC","Dubai ","DXB","12:20","13:23","5:02","16:25","15:45","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3485,"EK582","2025-01-09","Dubai ","DXB","Dhaka ","DAC","04:20","05:26","3:50","11:16","10:45","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3486,"EK623","2025-01-08","Lahore ","LHE","Dubai ","DXB","21:35","22:44","3:09","00:53","00:05","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3487,"EK622","2025-01-08","Dubai ","DXB","Lahore ","LHE","16:05","16:57","2:19","20:16","19:55","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3488,"EK337","2025-01-07","Manila ","MNL","Dubai ","DXB","07:55","08:12","8:59","13:11","13:20","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3489,"EK336","2025-01-07","Dubai ","DXB","Manila ","MNL","17:55","18:17","7:18","05:35","06:10","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3490,"EK601","2025-01-07","Karachi ","KHI","Dubai ","DXB","12:00","12:07","1:57","13:05","13:20","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
3491,"EK600","2025-01-07","Dubai ","DXB","Karachi ","KHI","07:30","08:01","1:27","10:27","10:30","A6-EPQ","Boeing 777-31H(ER)","2025-01-10 00:00:00"
